,sentence,process,catalyst
814,"Optimal catalyst with molar ratio of 1.66 ( determined after catalysts reaction tests ) was selected and molar ratio of potassium to cobalt was altered from 0.4 , 0.6 and 0.8 .",molar ratio,cobalt
815,"A 1 gram mass of the catalyst was mixed uniformly with an appropriate volume of coarse quartz particles , and then fixed in the tube with quartz wool .",gram,quartz
816,"A 1 gram mass of the catalyst was mixed uniformly with an appropriate volume of coarse quartz particles , and then fixed in the tube with quartz wool .",gram,quartz
817,"A 1 gram mass of the catalyst was mixed uniformly with an appropriate volume of coarse quartz particles , and then fixed in the tube with quartz wool .",volume,quartz
818,"A 1 gram mass of the catalyst was mixed uniformly with an appropriate volume of coarse quartz particles , and then fixed in the tube with quartz wool .",volume,quartz
819,2.2.2 Synthesis of catalyst with different Ag content The xAgCo @ C was prepared by calcining the xAg/Co-MOF in N2 atmosphere .,atm,Ag
820,"After cooling to ambient temperature , the 6Ag/Co @ C-510 catalyst by impregnation method can be gained .",temperature,Co
821,"After this , the catalysts were exposed under 10 vol % H2/Ar and heated from room temperature to 473 , 523 , 693 and 723 kelvin for Pd and Pt over Al2O3 , respectively .",temperature,Pd
822,"After this , the catalysts were exposed under 10 vol % H2/Ar and heated from room temperature to 473 , 523 , 693 and 723 kelvin for Pd and Pt over Al2O3 , respectively .",temperature,Ar
823,"After this , the catalysts were exposed under 10 vol % H2/Ar and heated from room temperature to 473 , 523 , 693 and 723 kelvin for Pd and Pt over Al2O3 , respectively .",temperature,Pt
824,"After this , the catalysts were exposed under 10 vol % H2/Ar and heated from room temperature to 473 , 523 , 693 and 723 kelvin for Pd and Pt over Al2O3 , respectively .",temperature,Al2O3
825,"After this , the catalysts were exposed under 10 vol % H2/Ar and heated from room temperature to 473 , 523 , 693 and 723 kelvin for Pd and Pt over Al2O3 , respectively .",kelvin,Pd
826,"After this , the catalysts were exposed under 10 vol % H2/Ar and heated from room temperature to 473 , 523 , 693 and 723 kelvin for Pd and Pt over Al2O3 , respectively .",kelvin,Ar
827,"After this , the catalysts were exposed under 10 vol % H2/Ar and heated from room temperature to 473 , 523 , 693 and 723 kelvin for Pd and Pt over Al2O3 , respectively .",kelvin,Pt
828,"After this , the catalysts were exposed under 10 vol % H2/Ar and heated from room temperature to 473 , 523 , 693 and 723 kelvin for Pd and Pt over Al2O3 , respectively .",kelvin,Al2O3
829,"The work electrode was prepared by depositing photocatalyst suspension containing Nafion solution ( 0.20 mL , 4.0 gram L−1 ) on a fluorine-doped tin oxide ( FTO ) glass ( 1.0 cm2 ) , which was heated at 70 celcius for 1 h to volatilize the solvent and steady the catalyst .",gram,fluorine
830,"The work electrode was prepared by depositing photocatalyst suspension containing Nafion solution ( 0.20 mL , 4.0 gram L−1 ) on a fluorine-doped tin oxide ( FTO ) glass ( 1.0 cm2 ) , which was heated at 70 celcius for 1 h to volatilize the solvent and steady the catalyst .",gram,Nafion
831,"The work electrode was prepared by depositing photocatalyst suspension containing Nafion solution ( 0.20 mL , 4.0 gram L−1 ) on a fluorine-doped tin oxide ( FTO ) glass ( 1.0 cm2 ) , which was heated at 70 celcius for 1 h to volatilize the solvent and steady the catalyst .",celcius,fluorine
832,"The work electrode was prepared by depositing photocatalyst suspension containing Nafion solution ( 0.20 mL , 4.0 gram L−1 ) on a fluorine-doped tin oxide ( FTO ) glass ( 1.0 cm2 ) , which was heated at 70 celcius for 1 h to volatilize the solvent and steady the catalyst .",celcius,Nafion
833,"The reaction temperature was maintained at 633K and the system pressure , 4MPa , was controlled by a back-pressure regulator , located in the stream of gas outlet , to allow the sufficient time to contact and then react between the liquid reactant and in-situ generated hydrogen over the surface of Pd/C catalyst .",temperature,Pd
834,"The reaction temperature was maintained at 633K and the system pressure , 4MPa , was controlled by a back-pressure regulator , located in the stream of gas outlet , to allow the sufficient time to contact and then react between the liquid reactant and in-situ generated hydrogen over the surface of Pd/C catalyst .",pressure,Pd
835,"For in situ DRIFTS of CO adsorption experiments , the in situ reduced Pd/CeO2 catalyst was exposed to high purity N2 ( 50 mL min−1 ) at room temperature and the collected spectrum was taken as the background .",temperature,Pd
836,"For in situ DRIFTS of CO adsorption experiments , the in situ reduced Pd/CeO2 catalyst was exposed to high purity N2 ( 50 mL min−1 ) at room temperature and the collected spectrum was taken as the background .",temperature,CeO2
837,"For in situ time - resolved DRIFTS spectra of CO2 hydrogenation experiments , the in situ reduced Pd/CeO2 catalyst was exposed to high purity N2 ( 50 mL min−1 ) at 40 celcius and the spectrum was taken as the background .",celcius,Pd
838,"For in situ time - resolved DRIFTS spectra of CO2 hydrogenation experiments , the in situ reduced Pd/CeO2 catalyst was exposed to high purity N2 ( 50 mL min−1 ) at 40 celcius and the spectrum was taken as the background .",celcius,CeO2
839,"Commercial monoclinic ZrO2 ( Alfa Aesar ) with surface area 110m2/g , pore volume 1.21cm3/g and pore diameter 6.6nm was selected as a support , which in the powder form with the particles size below 40μm was used for catalyst preparation .",volume,ZrO2
840,An Autochem II apparatus ( Micromeritics ) equipped with a TCD detector measured catalyst 's temperature-programmed reduction ( TPR ) profiles and Cu metallic surface areas ( Cu MSA ) .,temperature,Cu
841,An Autochem II apparatus ( Micromeritics ) equipped with a TCD detector measured catalyst 's temperature-programmed reduction ( TPR ) profiles and Cu metallic surface areas ( Cu MSA ) .,temperature,Cu
842,An Autochem II apparatus ( Micromeritics ) equipped with a TCD detector measured catalyst 's temperature-programmed reduction ( TPR ) profiles and Cu metallic surface areas ( Cu MSA ) .,gram,Cu
843,An Autochem II apparatus ( Micromeritics ) equipped with a TCD detector measured catalyst 's temperature-programmed reduction ( TPR ) profiles and Cu metallic surface areas ( Cu MSA ) .,gram,Cu
844,"Finally , the gas flowing through the catalyst was switched to a 5 % H2/Ar mixture ( 40 ml/min ) , and the temperature increased to 900 celcius ( 5 °C/min ) .",temperature,Ar
845,"Finally , the gas flowing through the catalyst was switched to a 5 % H2/Ar mixture ( 40 ml/min ) , and the temperature increased to 900 celcius ( 5 °C/min ) .",celcius,Ar
846,"The effect of the reduction procedure on the MSA was evaluated , reducing the catalyst : a ) in pure hydrogen , at 200 , 210 , 250 , and 350 celcius ; b ) H2/N2 mixture at 200 celcius ; c ) in 5 % H2/Ar at 350 celcius .",celcius,Ar
847,"A Vertex 70 FT-IR spectrometer , equipped with a mercury-cadmium-tellurium ( MCT ) liquid nitrogen cooled detector , and a commercial high-temperature vacuum diffused reflectance chamber with ZnSe windows , measured the diffuse reflectance infrared Fourier transform spectra ( DRIFTS ) of the prepared catalysts .",temperature,ZnSe
848,"A Vertex 70 FT-IR spectrometer , equipped with a mercury-cadmium-tellurium ( MCT ) liquid nitrogen cooled detector , and a commercial high-temperature vacuum diffused reflectance chamber with ZnSe windows , measured the diffuse reflectance infrared Fourier transform spectra ( DRIFTS ) of the prepared catalysts .",temperature,tellurium
849,"A Vertex 70 FT-IR spectrometer , equipped with a mercury-cadmium-tellurium ( MCT ) liquid nitrogen cooled detector , and a commercial high-temperature vacuum diffused reflectance chamber with ZnSe windows , measured the diffuse reflectance infrared Fourier transform spectra ( DRIFTS ) of the prepared catalysts .",temperature,cadmium
850,"A Vertex 70 FT-IR spectrometer , equipped with a mercury-cadmium-tellurium ( MCT ) liquid nitrogen cooled detector , and a commercial high-temperature vacuum diffused reflectance chamber with ZnSe windows , measured the diffuse reflectance infrared Fourier transform spectra ( DRIFTS ) of the prepared catalysts .",temperature,mercury
851,"For example , the concentration of H2 was calculated by following equations , WH2 = VH2/ ( VH2+VCO2+VCO+VCH4+VC2 ) ，WC2 = VC2/ ( VH2 +VCO2+VCO+VCH4+VC2 ) T 0 : Calcinations temperature，T 1 : Pyrolysis temperature，T 2 : Secondary catalyst cracking temperature，Fe/Al : Fe/Al mass ratio，WH2 : Concentration of H2 , WH2 = VH2/Vgases .",temperature,VH2
852,"For example , the concentration of H2 was calculated by following equations , WH2 = VH2/ ( VH2+VCO2+VCO+VCH4+VC2 ) ，WC2 = VC2/ ( VH2 +VCO2+VCO+VCH4+VC2 ) T 0 : Calcinations temperature，T 1 : Pyrolysis temperature，T 2 : Secondary catalyst cracking temperature，Fe/Al : Fe/Al mass ratio，WH2 : Concentration of H2 , WH2 = VH2/Vgases .",temperature,Fe
853,"For example , the concentration of H2 was calculated by following equations , WH2 = VH2/ ( VH2+VCO2+VCO+VCH4+VC2 ) ，WC2 = VC2/ ( VH2 +VCO2+VCO+VCH4+VC2 ) T 0 : Calcinations temperature，T 1 : Pyrolysis temperature，T 2 : Secondary catalyst cracking temperature，Fe/Al : Fe/Al mass ratio，WH2 : Concentration of H2 , WH2 = VH2/Vgases .",temperature,Al
854,"For example , the concentration of H2 was calculated by following equations , WH2 = VH2/ ( VH2+VCO2+VCO+VCH4+VC2 ) ，WC2 = VC2/ ( VH2 +VCO2+VCO+VCH4+VC2 ) T 0 : Calcinations temperature，T 1 : Pyrolysis temperature，T 2 : Secondary catalyst cracking temperature，Fe/Al : Fe/Al mass ratio，WH2 : Concentration of H2 , WH2 = VH2/Vgases .",temperature,Al
855,"For example , the concentration of H2 was calculated by following equations , WH2 = VH2/ ( VH2+VCO2+VCO+VCH4+VC2 ) ，WC2 = VC2/ ( VH2 +VCO2+VCO+VCH4+VC2 ) T 0 : Calcinations temperature，T 1 : Pyrolysis temperature，T 2 : Secondary catalyst cracking temperature，Fe/Al : Fe/Al mass ratio，WH2 : Concentration of H2 , WH2 = VH2/Vgases .",concentration,VH2
856,"For example , the concentration of H2 was calculated by following equations , WH2 = VH2/ ( VH2+VCO2+VCO+VCH4+VC2 ) ，WC2 = VC2/ ( VH2 +VCO2+VCO+VCH4+VC2 ) T 0 : Calcinations temperature，T 1 : Pyrolysis temperature，T 2 : Secondary catalyst cracking temperature，Fe/Al : Fe/Al mass ratio，WH2 : Concentration of H2 , WH2 = VH2/Vgases .",concentration,Fe
857,"For example , the concentration of H2 was calculated by following equations , WH2 = VH2/ ( VH2+VCO2+VCO+VCH4+VC2 ) ，WC2 = VC2/ ( VH2 +VCO2+VCO+VCH4+VC2 ) T 0 : Calcinations temperature，T 1 : Pyrolysis temperature，T 2 : Secondary catalyst cracking temperature，Fe/Al : Fe/Al mass ratio，WH2 : Concentration of H2 , WH2 = VH2/Vgases .",concentration,Al
858,"For example , the concentration of H2 was calculated by following equations , WH2 = VH2/ ( VH2+VCO2+VCO+VCH4+VC2 ) ，WC2 = VC2/ ( VH2 +VCO2+VCO+VCH4+VC2 ) T 0 : Calcinations temperature，T 1 : Pyrolysis temperature，T 2 : Secondary catalyst cracking temperature，Fe/Al : Fe/Al mass ratio，WH2 : Concentration of H2 , WH2 = VH2/Vgases .",concentration,Al
859,"Feed composition was fixed at CH4 : C2H6 : H2O : N2 =4.6:0.4:10:30 , and total feed rate with respect to catalyst weight was maintained at 27,000ml/hg .",weight,CH4
860,"Finally , the metal-supported catalysts were obtained by incipient wetness impregnation using a H2PtCl6 ( Sigma–Aldrich ) aqueous solution at a concentration to lead to catalysts with different metal loadings and acid/metal molar ratios .",concentration,H2PtCl6
861,"Finally , the metal-supported catalysts were obtained by incipient wetness impregnation using a H2PtCl6 ( Sigma–Aldrich ) aqueous solution at a concentration to lead to catalysts with different metal loadings and acid/metal molar ratios .",molar ratio,H2PtCl6
862,"2.1.2 Ni catalysts Ni catalysts were prepared by the incipient wetness impregnation technique using a H2O : Ethanol ( 1:1 ) solution of Ni ( NO3 ) 2·6H2O ( Alfa Aesar ) , with the adequate concentration to incorporate a metal loading of 10 wt % .",concentration,Ni
863,"2.1.2 Ni catalysts Ni catalysts were prepared by the incipient wetness impregnation technique using a H2O : Ethanol ( 1:1 ) solution of Ni ( NO3 ) 2·6H2O ( Alfa Aesar ) , with the adequate concentration to incorporate a metal loading of 10 wt % .",concentration,Ni
864,"2.1.2 Ni catalysts Ni catalysts were prepared by the incipient wetness impregnation technique using a H2O : Ethanol ( 1:1 ) solution of Ni ( NO3 ) 2·6H2O ( Alfa Aesar ) , with the adequate concentration to incorporate a metal loading of 10 wt % .",concentration,Ni
