,sentence,process_name
7386,The amount and composition of biogas produced were monitored and liquid samples were also taken to analyze the composition of soluble metabolites and residual carbon substrate concentration with time.,concentration
7387,"Meanwhile, all the cultures were operated at a constant temperature of 37°C.",temperature
7388,"Thirdly, the reactor was heated to the desired temperature.",temperature
7389,The reactor temperature was kept constant.,temperature
7390,The pressure and temperature of the reservoir and reactor were recorded online during the experiment.,temperature
7391,The pressure and temperature of the reservoir and reactor were recorded online during the experiment.,pressure
7392,"To evaluate the value of gas-liquid mass transfer coefficients, four experiments in pure GVL were carried out at 20 bars at four temperatures: 373.15 K, 393.15 K, 413.15 K and 423.15 K. For the kinetic experiments of hydrogenation of levulinic acid and its esters, the same procedure above described was employed.",kelvin
7393,"The evolution of density and viscosity with temperature for γ-valerolactone at atmospheric pressure were obtained by using DMA 4100 M and LOVIS 2000 ME microviscometer (Anton Paar, Austria).",temperature
7394,"The evolution of density and viscosity with temperature for γ-valerolactone at atmospheric pressure were obtained by using DMA 4100 M and LOVIS 2000 ME microviscometer (Anton Paar, Austria).",pressure
7395,"The evolution of density and viscosity with temperature for γ-valerolactone at atmospheric pressure were obtained by using DMA 4100 M and LOVIS 2000 ME microviscometer (Anton Paar, Austria).",Molality
7396,"Temperature range from 283 K to 363 K with 10 K step was employed for the measurement with temperature accuracy of 0.02 °C, density accuracy of 0.05 kg·m−3,viscosity accuracy of <0.5%.",temperature
7397,"Temperature range from 283 K to 363 K with 10 K step was employed for the measurement with temperature accuracy of 0.02 °C, density accuracy of 0.05 kg·m−3,viscosity accuracy of <0.5%.",celcius
7398,"Temperature range from 283 K to 363 K with 10 K step was employed for the measurement with temperature accuracy of 0.02 °C, density accuracy of 0.05 kg·m−3,viscosity accuracy of <0.5%.",kelvin
7399,"Bruker Scion GC436 gas chromatography (GC) equipped with FID detector (flame ionization detector), an autosampler and capillary column (Rxi-5 ms, 30 m × 0.32 mm internal diameter × 0.25 μm film thickness) were used.",molarity
7400,This means that all higher alcohol blends can be used without adding any cold flow improver at low temperature operability.,temperature
7401,"Prior to the reforming reactions, the Ni–Co/HT catalyst was activated by reducing metal oxides under a flowing gas mixture of 50 vol% H2–N2 with a total flow rate of 200 Nml min−1 at 670 °C for 10 h. After catalyst reduction, the reactor was purged with N2 and cooled down to the desired reaction temperature (525–600 °C).",temperature
7402,"Prior to the reforming reactions, the Ni–Co/HT catalyst was activated by reducing metal oxides under a flowing gas mixture of 50 vol% H2–N2 with a total flow rate of 200 Nml min−1 at 670 °C for 10 h. After catalyst reduction, the reactor was purged with N2 and cooled down to the desired reaction temperature (525–600 °C).",celcius
7403,All the experiments were carried out at atmospheric pressure.,pressure
7404,"The liquid reactant mixture, at a flow of 5–10 g h−1, was swept by 75–150 Nml min−1 N2 flow to keep the N2/C ratio constant, which also was employed as internal standard, directly to the liquid injector on the top of the reactor.",gram
7405,A lower temperature for the regeneration is always highly desired to achieve higher energy efficiency.,temperature
7406,The temperature of 770 °C was selected by preliminary experiments by taking into account the kinetic of the decarbonation of dolomites .,temperature
7407,The temperature of 770 °C was selected by preliminary experiments by taking into account the kinetic of the decarbonation of dolomites .,celcius
7408,The spatial time (τ) is defined as the ratio of the weight of catalyst bed to CGLY fed per hour (gcatalyst gCGLY −1 h).,weight
7409,"The reactors had a diameter of 80 mm, a height of 750 mm, a total volume of 3.8 L and a working volume of 2.370 L. The fixed bed occupied 66% of the total volume and had a height of 500 mm.",volume
7410,"To achieve a working pH of 6.5, hydrochloric acid (10 mol L−1) and sodium bicarbonate (0.5 g L−1) were used in both reactors.",gram
7411,"By adjusting the volumetric flow rate of the feed using a positive displacement pump (Prominent® Concept plus), the reactors were operated with a hydraulic retention time (HRT) of 0.5 h, based on a working volume of 2.370 L. The reactors were placed in a thermostatic chamber, and the temperature was set at 25 ± 1 °C.",temperature
7412,"By adjusting the volumetric flow rate of the feed using a positive displacement pump (Prominent® Concept plus), the reactors were operated with a hydraulic retention time (HRT) of 0.5 h, based on a working volume of 2.370 L. The reactors were placed in a thermostatic chamber, and the temperature was set at 25 ± 1 °C.",celcius
7413,"By adjusting the volumetric flow rate of the feed using a positive displacement pump (Prominent® Concept plus), the reactors were operated with a hydraulic retention time (HRT) of 0.5 h, based on a working volume of 2.370 L. The reactors were placed in a thermostatic chamber, and the temperature was set at 25 ± 1 °C.",volume
7414,"The temperatures of the injector, detector and column were maintained at 30 °C, 200 °C and 230 °C, respectively.",celcius
7415,"Yield: 90%; Mp:244–245 °C; FTIR: 1767 cm−1 (NC = O), 1704 cm−1 (HC = O); 1H NMR (DMSO‑d 6, 400 MHz) δ 9.55 (s, 1H), 7.75–7.82 (m, 8H), 7.55 (d, 2H, J = 8.84 Hz), 6.90 (d, 2H, J = 8.84 Hz) 3.74 (m, 4H), 3.65 (m, 4H).",molarity
7416,"Yield: 90%; Mp:244–245 °C; FTIR: 1767 cm−1 (NC = O), 1704 cm−1 (HC = O); 1H NMR (DMSO‑d 6, 400 MHz) δ 9.55 (s, 1H), 7.75–7.82 (m, 8H), 7.55 (d, 2H, J = 8.84 Hz), 6.90 (d, 2H, J = 8.84 Hz) 3.74 (m, 4H), 3.65 (m, 4H).",celcius
7417,"Yield: 81%; Mp:156–158 °C; FTIR: 1764 cm−1 (NC = O), 2216 cm−1 (CN); 1H NMR (DMSO‑d 6, 400 MHz) δ 7.77–7.83 (m, 8H), 7.45 (d, 2H, J = 8.69 Hz), 7.12 (d, 1H, J = 15.64 Hz), 7.06 (d, 1H, J = 15.64 Hz), 6.83 (d, 2H, J = 8.69 Hz), 6.71 (s, 1H), 3.73 (m, 4H), 3.60 (m, 4H), 2.54 (s, 2H), 2.49 (s, 2H, overlapped with solvent peak), 0.98 (s, 6H).",molarity
7418,"Yield: 81%; Mp:156–158 °C; FTIR: 1764 cm−1 (NC = O), 2216 cm−1 (CN); 1H NMR (DMSO‑d 6, 400 MHz) δ 7.77–7.83 (m, 8H), 7.45 (d, 2H, J = 8.69 Hz), 7.12 (d, 1H, J = 15.64 Hz), 7.06 (d, 1H, J = 15.64 Hz), 6.83 (d, 2H, J = 8.69 Hz), 6.71 (s, 1H), 3.73 (m, 4H), 3.60 (m, 4H), 2.54 (s, 2H), 2.49 (s, 2H, overlapped with solvent peak), 0.98 (s, 6H).",celcius
7419,"For this purpose, 2-aminophenol (0.33 g, 0.75 mmol) was added to a solution of this red oil (94 mg) in ethanol (10 mL), and the resulting mixture was stirred for 2 h at room temperature.",temperature
7420,"For this purpose, 2-aminophenol (0.33 g, 0.75 mmol) was added to a solution of this red oil (94 mg) in ethanol (10 mL), and the resulting mixture was stirred for 2 h at room temperature.",gram
7421,"Yield: 75%; Mp:94–96 °C; FTIR: 1629 cm−1 (HC = N), 2218 cm−1 (CN); 1H NMR (DMSO‑d 6, 400 MHz) δ 13.36 (s, 2H), 8.47 (s, 2H), 7.27–7.44 (m, 7H), 6.77–6.95 (m, 8H), 3.75 (m, 4H), 3.69 (m, 4H), 2.54 (s, 2H), 2.37 (s, 2H), 1.00 (s, 6H).",molarity
7422,"Yield: 75%; Mp:94–96 °C; FTIR: 1629 cm−1 (HC = N), 2218 cm−1 (CN); 1H NMR (DMSO‑d 6, 400 MHz) δ 13.36 (s, 2H), 8.47 (s, 2H), 7.27–7.44 (m, 7H), 6.77–6.95 (m, 8H), 3.75 (m, 4H), 3.69 (m, 4H), 2.54 (s, 2H), 2.37 (s, 2H), 1.00 (s, 6H).",celcius
7423,"for C37H37N5O2 (M + CH3OH + K)+: 654.2900, found:654,3471 The optimize structures of IPA and IPA-Al3+ complex were achieved by the Gaussian 16 software at DFT/B3LYP/6-31G level .",Molality
7424,"for C37H37N5O2 (M + CH3OH + K)+: 654.2900, found:654,3471 The optimize structures of IPA and IPA-Al3+ complex were achieved by the Gaussian 16 software at DFT/B3LYP/6-31G level .",kelvin
7425,"The excitation wavelength was 445 nm by slit 5.0 nm, and all of the spectral analysis were recorded at room temperature.",temperature
7426,The 1H NMR titration experiment was performed to investigate the complexation sites responsible for the optical changes occurred in the probe IPA (0.068 M) by the addition of Al3+ ion in CDCl3-CD3CN mixture.,Molality
7427,"Then the reactor was heated to the reaction temperature (150°C) in 1h, and the isothermal reaction proceeded for 3h with a stirring speed of 700rpm.",temperature
7428,"Afterwards, the reactor was cooled down to room temperature and the products were recovered after the reaction.",temperature
7429,"N2 adsorption−desorption isotherms were performed at 77 K using ASAP 2460 surface area and porosity analyzer (Micromeritics Instruments, USA).",kelvin
7430,"Fourier transform infrared spectroscopy, FTIR spectra were recorded at room temperature by using an infrared spectrometer (model Frontier Dual Ranger, PerkinElmer, USA) in attenuated total reflectance (ATR) mode from 650 to 4000 cm−1.",temperature
7431,"Thereafter, release rapidly the gas from the foaming pressure to ambient condition to induce cell nucleation.",pressure
7432,"The active phase was added to the support through the incipient wetness impregnation technique using Ni(NO3)2∗6H2O (Sigma–Aldrich, purity ≥98.5%), in the proper concentration in order to obtain a 8 wt% Ni loading.",concentration
7433,The reactor temperature was controlled by an Eurotherm 3204 TIC.,temperature
7434,"The activity tests were carried out at atmospheric pressure, GHSV = 2500 h−1 (referred to the ethanol + water gaseous mixture) at 500 °C.",pressure
7435,"The activity tests were carried out at atmospheric pressure, GHSV = 2500 h−1 (referred to the ethanol + water gaseous mixture) at 500 °C.",celcius
7436,"The prepared catalysts and supports were characterized via inductively coupled plasma atomic emission spectrometry (ICP-AES), X-ray powder diffraction (XRD), N2 sorption, temperature programmed reduction (TPR), and CO chemisorption techniques .",temperature
7437,The reaction temperature was controlled using a type-K thermocouple (Omega) and PID controller.,temperature
7438,"Before performing the aqueous phase reforming reaction, the catalyst was subjected to H2 reduction, with a flow of 50 mL/min flow at 260 °C (heating rate of 1.0 °C/min) for 2 h. After the reduction process had reached completion, the temperature of the reactor was cooled to room temperature for removal of the adsorbed H2 gas using N2 as a sweep gas.",temperature
7439,"Before performing the aqueous phase reforming reaction, the catalyst was subjected to H2 reduction, with a flow of 50 mL/min flow at 260 °C (heating rate of 1.0 °C/min) for 2 h. After the reduction process had reached completion, the temperature of the reactor was cooled to room temperature for removal of the adsorbed H2 gas using N2 as a sweep gas.",celcius
