,sentence,catalyst
2512,"Calcined, reduced and used catalysts, as well as the supports, were characterized by X-ray powder diffraction (XRD), inductively coupled plasma atomic emission spectroscopy (ICP-AES), nitrogen physisorption, thermogravimetric analysis (TGA), hydrogen temperature programmed reduction (H2-TPR), transmission electron microscopy (TEM) and HCNS elemental analysis.",HCNS
2513,"Then, steam and tar from syngas is catalyzed by Ni/Mg/K catalyst with Al2O3 as support (Dutta et al., 2011).",Al2O3
2514,"Then, steam and tar from syngas is catalyzed by Ni/Mg/K catalyst with Al2O3 as support (Dutta et al., 2011).",Ni
2515,"Then, steam and tar from syngas is catalyzed by Ni/Mg/K catalyst with Al2O3 as support (Dutta et al., 2011).",Mg
2516,"% ): the content of copper in the catalyst, MCu : relative atomic weight.",copper
2517,"In order to characterize the active phase of catalyst, we have isolated the resulting Ni nanoparticles by filtration of the obtained black suspension.",Ni
2518,"A 25mL round bottom flask, charged with 8mL of freshly prepared aqueous colloidal suspension of Ni-CMC catalyst (from 40mg of NiCl2·6H2O), was connected with a gas burette (500mL) and a flask to balance the pressure.",Ni
2519,"10 wt% Pt-Ru/C and 10 wt% Pt/C electrocatalysts were purchased from Sigma–Aldrich, India.",Pt
2520,"10 wt% Pt-Ru/C and 10 wt% Pt/C electrocatalysts were purchased from Sigma–Aldrich, India.",Ru
2521,"10 wt% Pt-Ru/C and 10 wt% Pt/C electrocatalysts were purchased from Sigma–Aldrich, India.",Pt
2522,"The electrolcatalyst inks were prepared by taking each catalysts in separate small glass beakers and adding 30 μl of 5 wt% Nafion perfluorinarted resin solution, along with 100 μl of water and 1 ml of isopropyl alcohol in each.",Nafion
2523,"Replacement of the Cu/ZnO/Al2O3 catalyst in the methanol synthesis reactor, with a unit cost of 95.24 €/kg .",ZnO
2524,"Replacement of the Cu/ZnO/Al2O3 catalyst in the methanol synthesis reactor, with a unit cost of 95.24 €/kg .",Al2O3
2525,"Replacement of the Cu/ZnO/Al2O3 catalyst in the methanol synthesis reactor, with a unit cost of 95.24 €/kg .",Cu
2526,The catalyst was placed in the cell and kept in place by means of quartz wool.,quartz
2527,"Furfuryl alcohol (FA) was used as carbon precursor, oxalic acid as polymerization catalyst and trimethylbenzene (TMB) as solvent.",TMB
2528,The model accounts for the kinetics of the WGS reaction over an iron-based catalyst and the hydrogen transport (permeation) through the Pd–Ag membrane.,iron
2529,The model accounts for the kinetics of the WGS reaction over an iron-based catalyst and the hydrogen transport (permeation) through the Pd–Ag membrane.,Ag
2530,The model accounts for the kinetics of the WGS reaction over an iron-based catalyst and the hydrogen transport (permeation) through the Pd–Ag membrane.,Pd
2531,"Supported noble metal catalysts are typically used to promote the reaction, in particular, platinum/alumina .",platinum
2532,"Supported noble metal catalysts are typically used to promote the reaction, in particular, platinum/alumina .",alumina
2533,"The same method was also used to add the noble metals on the Ni/La2O3-Al2O3 catalysts, using PdCl2 (Aldrich) and H2PtCl6 (Aldrich) solutions and annealing at 600°C.",PdCl2
2534,"The same method was also used to add the noble metals on the Ni/La2O3-Al2O3 catalysts, using PdCl2 (Aldrich) and H2PtCl6 (Aldrich) solutions and annealing at 600°C.",H2PtCl6
2535,"The same method was also used to add the noble metals on the Ni/La2O3-Al2O3 catalysts, using PdCl2 (Aldrich) and H2PtCl6 (Aldrich) solutions and annealing at 600°C.",Ni
2536,"The incorporation of the noble metals on the nickel catalysts was investigated by thermogravimetric analysis (TGA) and differential thermal analysis (DTA), which were performed in a Mettler Toledo (TGA/SDTA851e) thermobalance.",nickel
2537,"The catalyst sample was fixed in a stainless steel holder placed in the center of the quartz tube, and positioned relatively to the beam by fine adjustment of the position of the table.",quartz
2538,"A layer of borosilicate glass beads served as preheating zone, ensuring that the organic reactant was vaporised and reached reaction temperature before contacting the catalyst.",borosilicate
2539,"Cu/ZnO was used as the catalyst for methanol-steam reforming, considering its proven reactivity and selectivity .",ZnO
2540,"Cu/ZnO was used as the catalyst for methanol-steam reforming, considering its proven reactivity and selectivity .",Cu
2541,"A quartz tube was used as the reactor, in which the catalyst pellet was packed.",quartz
2542,The reduction of fresh Pt-Sn catalyst was studied using the temperature programmed reduction (TPR).,Pt
2543,The reduction of fresh Pt-Sn catalyst was studied using the temperature programmed reduction (TPR).,Sn
2544,Fresh catalyst (0.3g) was charged in the middle of a straight-tube quartz reactor with a 16mm i.d.,quartz
2545,The activities of Pt-Sn catalyst were measured after achieving steady-state at 40°C.,Pt
2546,The activities of Pt-Sn catalyst were measured after achieving steady-state at 40°C.,Sn
2547,2.1.3 Synthesis of supported Pd catalysts All catalysts were prepared via the co-impregnation method.,Pd
2548,"Prior to adsorption, the sample was degassed under vacuum at 200 °C for 2 h. Inductively coupled plasma mass spectrometry (ICP-MS) analysis of the Pd catalysts was conducted using a Perkin-Elmer ICP Mass Spectrometer.",Pd
2549,"During the hydrogenation, which is conducted at the operating temperature of 300˚C, and pressure of 3 MPa, and at the presence of a catalyst, e.g., Platinum on Aluminum (Pt/ɣ-Al2O3)  as the boiler fuel has been previously suggested in the literature.",Pt
2550,"During the hydrogenation, which is conducted at the operating temperature of 300˚C, and pressure of 3 MPa, and at the presence of a catalyst, e.g., Platinum on Aluminum (Pt/ɣ-Al2O3)  as the boiler fuel has been previously suggested in the literature.",Platinum
2551,"During the hydrogenation, which is conducted at the operating temperature of 300˚C, and pressure of 3 MPa, and at the presence of a catalyst, e.g., Platinum on Aluminum (Pt/ɣ-Al2O3)  as the boiler fuel has been previously suggested in the literature.",Aluminum
2552,A facile and high-efficiency method was adopted to synthesize ISOBAM-104 stabilized Fe colloidal catalysts by mixing ISOBAM-104 stabilized Fe3+ ions with alkaline KBH4 solutions.,Fe
2553,"The formation of intermediates and their further reaction are influenced by the active metals used, the preparation formula and the process conditions : Noble metal-based catalysts: • Primarily supported Rh catalysts, which produce mainly ethanol and other C2-oxygenates Non-noble metal-based catalysts, which favor the formation of a spectrum of MAs with carbon numbers between one and six: • Modified high pressure methanol synthesis catalysts such as alkali-doped ZnO/Cr2O3 • Modified low pressure methanol synthesis catalysts such as alkali-doped Cu/ZnO and Cu/ZnO/Al2O3 • Modified FT catalysts such as alkali-doped CuO/CoO/Al2O3 • Alkali-doped molybdenum sulfide (ADMS) catalysts.",Cu
2554,"The formation of intermediates and their further reaction are influenced by the active metals used, the preparation formula and the process conditions : Noble metal-based catalysts: • Primarily supported Rh catalysts, which produce mainly ethanol and other C2-oxygenates Non-noble metal-based catalysts, which favor the formation of a spectrum of MAs with carbon numbers between one and six: • Modified high pressure methanol synthesis catalysts such as alkali-doped ZnO/Cr2O3 • Modified low pressure methanol synthesis catalysts such as alkali-doped Cu/ZnO and Cu/ZnO/Al2O3 • Modified FT catalysts such as alkali-doped CuO/CoO/Al2O3 • Alkali-doped molybdenum sulfide (ADMS) catalysts.",Al2O3
2555,"The formation of intermediates and their further reaction are influenced by the active metals used, the preparation formula and the process conditions : Noble metal-based catalysts: • Primarily supported Rh catalysts, which produce mainly ethanol and other C2-oxygenates Non-noble metal-based catalysts, which favor the formation of a spectrum of MAs with carbon numbers between one and six: • Modified high pressure methanol synthesis catalysts such as alkali-doped ZnO/Cr2O3 • Modified low pressure methanol synthesis catalysts such as alkali-doped Cu/ZnO and Cu/ZnO/Al2O3 • Modified FT catalysts such as alkali-doped CuO/CoO/Al2O3 • Alkali-doped molybdenum sulfide (ADMS) catalysts.",CuO
2556,"The formation of intermediates and their further reaction are influenced by the active metals used, the preparation formula and the process conditions : Noble metal-based catalysts: • Primarily supported Rh catalysts, which produce mainly ethanol and other C2-oxygenates Non-noble metal-based catalysts, which favor the formation of a spectrum of MAs with carbon numbers between one and six: • Modified high pressure methanol synthesis catalysts such as alkali-doped ZnO/Cr2O3 • Modified low pressure methanol synthesis catalysts such as alkali-doped Cu/ZnO and Cu/ZnO/Al2O3 • Modified FT catalysts such as alkali-doped CuO/CoO/Al2O3 • Alkali-doped molybdenum sulfide (ADMS) catalysts.",Cu
2557,"The formation of intermediates and their further reaction are influenced by the active metals used, the preparation formula and the process conditions : Noble metal-based catalysts: • Primarily supported Rh catalysts, which produce mainly ethanol and other C2-oxygenates Non-noble metal-based catalysts, which favor the formation of a spectrum of MAs with carbon numbers between one and six: • Modified high pressure methanol synthesis catalysts such as alkali-doped ZnO/Cr2O3 • Modified low pressure methanol synthesis catalysts such as alkali-doped Cu/ZnO and Cu/ZnO/Al2O3 • Modified FT catalysts such as alkali-doped CuO/CoO/Al2O3 • Alkali-doped molybdenum sulfide (ADMS) catalysts.",ZnO
2558,"The formation of intermediates and their further reaction are influenced by the active metals used, the preparation formula and the process conditions : Noble metal-based catalysts: • Primarily supported Rh catalysts, which produce mainly ethanol and other C2-oxygenates Non-noble metal-based catalysts, which favor the formation of a spectrum of MAs with carbon numbers between one and six: • Modified high pressure methanol synthesis catalysts such as alkali-doped ZnO/Cr2O3 • Modified low pressure methanol synthesis catalysts such as alkali-doped Cu/ZnO and Cu/ZnO/Al2O3 • Modified FT catalysts such as alkali-doped CuO/CoO/Al2O3 • Alkali-doped molybdenum sulfide (ADMS) catalysts.",CoO
2559,"The formation of intermediates and their further reaction are influenced by the active metals used, the preparation formula and the process conditions : Noble metal-based catalysts: • Primarily supported Rh catalysts, which produce mainly ethanol and other C2-oxygenates Non-noble metal-based catalysts, which favor the formation of a spectrum of MAs with carbon numbers between one and six: • Modified high pressure methanol synthesis catalysts such as alkali-doped ZnO/Cr2O3 • Modified low pressure methanol synthesis catalysts such as alkali-doped Cu/ZnO and Cu/ZnO/Al2O3 • Modified FT catalysts such as alkali-doped CuO/CoO/Al2O3 • Alkali-doped molybdenum sulfide (ADMS) catalysts.",Cr2O3
2560,"The formation of intermediates and their further reaction are influenced by the active metals used, the preparation formula and the process conditions : Noble metal-based catalysts: • Primarily supported Rh catalysts, which produce mainly ethanol and other C2-oxygenates Non-noble metal-based catalysts, which favor the formation of a spectrum of MAs with carbon numbers between one and six: • Modified high pressure methanol synthesis catalysts such as alkali-doped ZnO/Cr2O3 • Modified low pressure methanol synthesis catalysts such as alkali-doped Cu/ZnO and Cu/ZnO/Al2O3 • Modified FT catalysts such as alkali-doped CuO/CoO/Al2O3 • Alkali-doped molybdenum sulfide (ADMS) catalysts.",ZnO
2561,"The formation of intermediates and their further reaction are influenced by the active metals used, the preparation formula and the process conditions : Noble metal-based catalysts: • Primarily supported Rh catalysts, which produce mainly ethanol and other C2-oxygenates Non-noble metal-based catalysts, which favor the formation of a spectrum of MAs with carbon numbers between one and six: • Modified high pressure methanol synthesis catalysts such as alkali-doped ZnO/Cr2O3 • Modified low pressure methanol synthesis catalysts such as alkali-doped Cu/ZnO and Cu/ZnO/Al2O3 • Modified FT catalysts such as alkali-doped CuO/CoO/Al2O3 • Alkali-doped molybdenum sulfide (ADMS) catalysts.",ZnO
2562,The CO insertion mechanism is a generally accepted mechanism for alcohol formation over Mo-based catalysts.,Mo
2563,"An inductively coupled plasma atomic emission spectrometer (ICP-AES, Model Shimadzu ICPS-7500) was a reliable way to determine the content of Au in the Au/ZnO catalysts.",ZnO
2564,"An inductively coupled plasma atomic emission spectrometer (ICP-AES, Model Shimadzu ICPS-7500) was a reliable way to determine the content of Au in the Au/ZnO catalysts.",Au
2565,"An inductively coupled plasma atomic emission spectrometer (ICP-AES, Model Shimadzu ICPS-7500) was a reliable way to determine the content of Au in the Au/ZnO catalysts.",Au
2566,"(3) I n i t i a l T O F = k 1 × n C A L 0 × N S u r f a c e P d − 1 where k1 is reaction rate constant over the catalyst, n° CAL is initial mole amount of CAL and NSurface Pd is the molar number of surface Pd in catalyst.",Pd
