Title,Pub_name,DOI,Link
Aerobic oxidation of alcohols using bismuth bromide as a catalyst,Tetrahedron Letters,10.1016/j.tetlet.2019.01.034,https://api.elsevier.com/content/article/doi/10.1016/j.tetlet.2019.01.034?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Fragment-interconnected nitrogen-doped porous carbon nanosheets loaded with platinum group metals for highly boosted hydrogen evolution reaction in alkaline solution,Journal of Colloid and Interface Science,10.1016/j.jcis.2021.07.096,https://api.elsevier.com/content/article/doi/10.1016/j.jcis.2021.07.096?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Fermentative hydrogen production by <ce:italic>Clostridium butyricum</ce:italic> and <ce:italic>Escherichia coli</ce:italic> in pure and cocultures,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.05.189,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2011.05.189?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Thermophilic hydrogen production from sugarcane bagasse pretreated by steam explosion and alkaline delignification,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2015.03.067,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2015.03.067?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production by ethanol steam reforming: Effect of the synthesis parameters on the activity of Ni/TiO<ce:inf loc=post>2</ce:inf> catalysts,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2013.12.178,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2013.12.178?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Zn-doped W/aluminium oxide catalyst: Efficient strategy towards sustainable oxidation of alcohols,Molecular Catalysis,10.1016/j.mcat.2020.111114,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2020.111114?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Ultrasonic assisted fabrication of first MoO<ce:inf loc=post>3</ce:inf>/copper complex bio-nanocomposite based on <ce:italic>Sesbania sesban</ce:italic> plant for green oxidation of alcohols,Ultrasonics Sonochemistry,10.1016/j.ultsonch.2018.09.037,https://api.elsevier.com/content/article/doi/10.1016/j.ultsonch.2018.09.037?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Effect of variable compression ratio and equivalence ratio on performance, combustion and emission of hydrogen port injection SI engine",Energy,10.1016/j.energy.2021.122468,https://api.elsevier.com/content/article/doi/10.1016/j.energy.2021.122468?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
High hexitols selectivity in cellulose hydrolytic hydrogenation over platinum (Pt) vs. ruthenium (Ru) catalysts supported on micro/mesoporous carbon,Applied Catalysis B: Environmental,10.1016/j.apcatb.2017.05.031,https://api.elsevier.com/content/article/doi/10.1016/j.apcatb.2017.05.031?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Construction of defect-rich 1T-MoS<ce:inf loc=post>2</ce:inf> towards efficient electrocatalytic hydrogen evolution: Recent advances and future perspectives,Surfaces and Interfaces,10.1016/j.surfin.2021.101305,https://api.elsevier.com/content/article/doi/10.1016/j.surfin.2021.101305?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Copper decorated perovskite an efficient catalyst for low temperature hydrogen production by steam reforming of glycerol,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2015.02.013,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2015.02.013?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Application of Single-Site Catalysts in the Hydrogen Economy,Trends in Chemistry,10.1016/j.trechm.2020.09.009,https://api.elsevier.com/content/article/doi/10.1016/j.trechm.2020.09.009?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Role of aliphatic alcohol polyoxyethylene ether phosphate in 25 wt% tebuconazole suspension concentrate: Dispersion and wetting,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2021.127350,https://api.elsevier.com/content/article/doi/10.1016/j.colsurfa.2021.127350?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Synthesize and characterization of polysulfone membrane for the separation of hydrogen sulfide from natural gas,Surfaces and Interfaces,10.1016/j.surfin.2021.101233,https://api.elsevier.com/content/article/doi/10.1016/j.surfin.2021.101233?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Oxide formation as probe to investigate the competition between water and alcohol molecules for OH species adsorbed on platinum,Electrochimica Acta,10.1016/j.electacta.2019.06.037,https://api.elsevier.com/content/article/doi/10.1016/j.electacta.2019.06.037?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Manganese-doped ferrihydrite/cellulose/polyvinyl alcohol composite membrane: Easily recyclable adsorbent for simultaneous removal of arsenic and cadmium from soil,Science of The Total Environment,10.1016/j.scitotenv.2021.152748,https://api.elsevier.com/content/article/doi/10.1016/j.scitotenv.2021.152748?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogen production from rotten dates by sequential three stages fermentation,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.07.098,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2011.07.098?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Deep eutectic solvents effect on vapor-liquid phase equilibrium for separation of allyl alcohol from its aqueous solution,Journal of Molecular Liquids,10.1016/j.molliq.2019.01.163,https://api.elsevier.com/content/article/doi/10.1016/j.molliq.2019.01.163?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
An ecofriendly edible coating using cashew gum polysaccharide and polyvinyl alcohol,Food Bioscience,10.1016/j.fbio.2020.100722,https://api.elsevier.com/content/article/doi/10.1016/j.fbio.2020.100722?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of organic loading rate on continuous hydrogen production from food waste in submerged anaerobic membrane bioreactor,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2014.08.022,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2014.08.022?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Multi-functional hydroxyapatite/polyvinyl alcohol composite aerogels with self-cleaning, superior fire resistance and low thermal conductivity",Composites Science and Technology,10.1016/j.compscitech.2018.01.020,https://api.elsevier.com/content/article/doi/10.1016/j.compscitech.2018.01.020?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Effect of COD/SO<ce:inf loc=post>4</ce:inf><ce:sup loc=post>2−</ce:sup>ratio and Fe(II) under the variable hydraulic retention time (HRT) on fermentative hydrogen production,Water Research,10.1016/j.watres.2009.04.023,https://api.elsevier.com/content/article/doi/10.1016/j.watres.2009.04.023?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhanced photocatalytic hydrogen production in a UV-irradiated fluidized bed reactor,Journal of Catalysis,10.1016/j.jcat.2017.07.003,https://api.elsevier.com/content/article/doi/10.1016/j.jcat.2017.07.003?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Microbial community structure of a starch-feeding fermentative hydrogen production reactor operated under different incubation conditions,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2008.05.017,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2008.05.017?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Photocatalytic removal of MB and hydrogen evolution in water by (Sr<ce:inf loc=post>0.6</ce:inf>Bi<ce:inf loc=post>0.305</ce:inf>)<ce:inf loc=post>2</ce:inf>Bi<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>7</ce:inf>/TiO<ce:inf loc=post>2</ce:inf> heterostructures under visible-light irradiation,Applied Surface Science,10.1016/j.apsusc.2020.148920,https://api.elsevier.com/content/article/doi/10.1016/j.apsusc.2020.148920?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Dendritic branching Z-scheme Cu<ce:inf loc=post>2</ce:inf>O/TiO<ce:inf loc=post>2</ce:inf> heterostructure photocatalysts for boosting H<ce:inf loc=post>2</ce:inf> production,Journal of Physics and Chemistry of Solids,10.1016/j.jpcs.2021.109948,https://api.elsevier.com/content/article/doi/10.1016/j.jpcs.2021.109948?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Ultrasound as an effective technique to reduce higher alcohols of wines and its influencing mechanism investigation by employing a model wine,Ultrasonics Sonochemistry,10.1016/j.ultsonch.2019.104813,https://api.elsevier.com/content/article/doi/10.1016/j.ultsonch.2019.104813?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Tailoring collaborative N–O functionalities of graphene oxide for enhanced selective oxidation of benzyl alcohol,Carbon,10.1016/j.carbon.2021.06.062,https://api.elsevier.com/content/article/doi/10.1016/j.carbon.2021.06.062?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Novel chiral multidentate P<ce:inf loc=post>3</ce:inf>N<ce:inf loc=post>4</ce:inf>-type ligand for asymmetric transfer hydrogenation of aromatic ketones,Chinese Chemical Letters,10.1016/j.cclet.2016.05.028,https://api.elsevier.com/content/article/doi/10.1016/j.cclet.2016.05.028?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
An efficient ruthenium-based dual-electrocatalyst towards hydrogen evolution and oxygen reduction reactions,Materials Today Physics,10.1016/j.mtphys.2020.100300,https://api.elsevier.com/content/article/doi/10.1016/j.mtphys.2020.100300?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Bioconversion characteristics of <ce:italic>Rhodopseudomonas palustris</ce:italic> CQK 01 entrapped in a photobioreactor for hydrogen production,Bioresource Technology,10.1016/j.biortech.2012.09.105,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2012.09.105?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Silicone membrane contactor for selective volatile fatty acid and alcohol separation,Process Safety and Environmental Protection,10.1016/j.psep.2020.09.052,https://api.elsevier.com/content/article/doi/10.1016/j.psep.2020.09.052?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Biphasic single-reactor process for dehydration of xylose and hydrogenation of produced furfural,Applied Catalysis A: General,10.1016/j.apcata.2012.11.013,https://api.elsevier.com/content/article/doi/10.1016/j.apcata.2012.11.013?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Inorganic-organic derivatives of layered perovskite-like titanates HLnTiO<ce:inf loc=post>4</ce:inf> (Ln = La, Nd) with <ce:italic>n-</ce:italic>amines and <ce:italic>n-</ce:italic>alcohols: Synthesis, thermal, vacuum and hydrolytic stability",Ceramics International,10.1016/j.ceramint.2021.11.284,https://api.elsevier.com/content/article/doi/10.1016/j.ceramint.2021.11.284?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Boron extraction from lithium-rich brine using mixed alcohols,Hydrometallurgy,10.1016/j.hydromet.2020.105477,https://api.elsevier.com/content/article/doi/10.1016/j.hydromet.2020.105477?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
A subtle functional design of hollow CoP@MoS<ce:inf loc=post>2</ce:inf> hetero-nanoframes with excellent hydrogen evolution performance,Materials & Design,10.1016/j.matdes.2021.110165,https://api.elsevier.com/content/article/doi/10.1016/j.matdes.2021.110165?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Alcohols and glycols poisoning,Medicine,10.1016/j.mpmed.2019.12.009,https://api.elsevier.com/content/article/doi/10.1016/j.mpmed.2019.12.009?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Application of the concept of Linear Free Energy Relationships to the hydrogenation of levulinic acid and its corresponding esters,Chemical Engineering Journal,10.1016/j.cej.2019.05.218,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2019.05.218?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Metabolic engineering in dark fermentative hydrogen production; theory and practice,Bioresource Technology,10.1016/j.biortech.2011.03.016,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2011.03.016?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Prospects for alkaline zero gap water electrolysers for hydrogen production,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.08.080,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2011.08.080?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Assessing the availability of two bamboo species for fermentable sugars by alkaline hydrogen peroxide pretreatment,Bioresource Technology,10.1016/j.biortech.2022.126854,https://api.elsevier.com/content/article/doi/10.1016/j.biortech.2022.126854?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Hydrogenation of furfural at the dynamic Cu surface of CuOCeO<ce:inf loc=post>2</ce:inf>/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> in a vapor phase packed bed reactor,Molecular Catalysis,10.1016/j.mcat.2017.11.023,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2017.11.023?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Simultaneous utilization of two different membranes for intensification of ultrapure hydrogen production from recuperative coupling autothermal multitubular reactor,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.02.051,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2011.02.051?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Gallic acid-assisted growth of cuprous oxide within polyvinyl alcohol; a separable catalyst for oxidative and reductive degradation of water pollutants,Journal of Cleaner Production,10.1016/j.jclepro.2020.123826,https://api.elsevier.com/content/article/doi/10.1016/j.jclepro.2020.123826?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Highly stable platinum monolith catalyst for the hydrogenation of vegetable oil,Chemical Engineering and Processing - Process Intensification,10.1016/j.cep.2021.108669,https://api.elsevier.com/content/article/doi/10.1016/j.cep.2021.108669?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Toward hydrogen production from aqueous phase reforming of polyols on Pt/Al<ce:inf loc=post>2</ce:inf>O<ce:inf loc=post>3</ce:inf> catalyst,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2015.09.142,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2015.09.142?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
"Hydrogenation of adipic acid to 1,6-hexanediol by supported bimetallic Ir-Re catalyst",Molecular Catalysis,10.1016/j.mcat.2020.110976,https://api.elsevier.com/content/article/doi/10.1016/j.mcat.2020.110976?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Biohydrogen production via thermophilic fermentation: A prospective application of <ce:italic>Thermotoga</ce:italic> species,Energy,10.1016/j.energy.2020.117199,https://api.elsevier.com/content/article/doi/10.1016/j.energy.2020.117199?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Enhanced bio-hydrogen production from corn stalk by anaerobic fermentation using response surface methodology,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2011.07.065,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2011.07.065?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Bioconversion of crude glycerol from biodiesel production to hydrogen,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2012.06.010,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2012.06.010?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Influence of phytic acid on flame retardancy and adhesion performance enhancement of poly (vinyl alcohol) hydrogel coating to wood substrate,Progress in Organic Coatings,10.1016/j.porgcoat.2021.106453,https://api.elsevier.com/content/article/doi/10.1016/j.porgcoat.2021.106453?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Interface construction and porosity engineering to trigger efficient hydrogen evolution of two-dimensional porous molybdenum phosphide/dioxide heterojunction nanosheets in acidic and alkaline electrolytes,Chemical Engineering Journal,10.1016/j.cej.2021.132674,https://api.elsevier.com/content/article/doi/10.1016/j.cej.2021.132674?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
Kinetics of two-stage fermentation process for the production of hydrogen,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2007.12.011,https://api.elsevier.com/content/article/doi/10.1016/j.ijhydene.2007.12.011?apiKey=2dc442325fc67f2f275ec3157ef8df65&insttoken=6beb1f6c29d85f50029bf11c8de94d1b
